"scientificname","commonname","taxonomicrank","matchmethod","taxonomicgroup","scientificnames_submitted","statelist_2005","statelist_2015","sgcn2005","sgcn2015","listingStatus","kingdom","phylum","class","order","family","genus"
"Ditrichum ambiguum","A Moss","Species","Fuzzy Match","Plants","Ditrichum tortuloides","","Vermont",0,1,NA,"Plantae","Bryophyta","Bryopsida","Dicranales","Ditrichaceae","Ditrichum"
"Ditrichum flexicaule","A Moss","Species","Exact Match","Plants","Ditrichum flexicaule","","Vermont",0,1,NA,"Plantae","Bryophyta","Bryopsida","Dicranales","Ditrichaceae","Ditrichum"
"Dixioria brooksi","Brooks millipede","Species","Exact Match","Other Invertebrates","Dixioria brooksi","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Diplopoda","Polydesmida","Xystodesmidae","Dixioria"
"Dixioria coronata","A millipede","Species","Exact Match","Other Invertebrates","Dixioria coronata","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Diplopoda","Polydesmida","Xystodesmidae","Dixioria"
"Dixioria fowleri","A millipede","Species","Exact Match","Other Invertebrates","Dixioria fowleri","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Diplopoda","Polydesmida","Xystodesmidae","Dixioria"
"Dodecaceria coralii","Coral Worm","Species","Exact Match","Other Invertebrates","Dodecaceria coralii","","Rhode Island",0,1,NA,"Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Dodecaceria"
"Doellingeria infirma","Cornel-leaved Aster","Species","Exact Match","Plants","Doellingeria infirma","","Massachusetts",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Doellingeria"
"Doellingeria umbellata","Tall White-aster","Species","Exact Match","Plants","Doellingeria umbellata","","Connecticut",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Doellingeria"
"Dolba hyloeus","Pawpaw Sphinx","Species","Exact Match","Insects","Dolba hyloeus","Delaware","Delaware",1,1,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Dolba"
"Dolichoderus taschenbergi","A dolichoderine ant","Species","Exact Match","Insects","Dolichoderus taschenbergi","","Maryland",0,1,NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Dolichoderus"
"Dolichonyx oryzivorus","Bobolink","Species","Fuzzy Match","Birds","Dolichonyx oryzivorus,Dolichonyx orzivorus","Colorado,Connecticut,Delaware,District of Columbia,Illinois,Iowa,Kansas,Kentucky,Maine,Maryland,Michigan,Minnesota,Montana,Nevada,New Jersey,New York,North Carolina,North Dakota,Ohio,Oregon,Puerto Rico,Rhode Island,Utah,Vermont,West Virginia,Wisconsin,Wyoming","Colorado,Connecticut,Delaware,District of Columbia,Florida,Idaho,Illinois,Iowa,Kansas,Kentucky,Maine,Maryland,Massachusetts,Minnesota,Missouri,Nevada,New Hampshire,New Jersey,New York,North Carolina,North Dakota,Ohio,Oregon,Pennsylvania,Rhode Island,Vermont,West Virginia,Wisconsin,Wyoming",27,29,NA,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Dolichonyx"
"Donnaldsoncythere donnaldsonensis","An ostracod","Species","Exact Match","Other","Donnaldsoncythere donnaldsonensis","","Maryland",0,1,NA,"Animalia","Arthropoda","Ostracoda","Podocopida","Entocytheridae","Donnaldsoncythere"
"Dorocordulia lepida","Petite emerald","Species","Exact Match","Insects","Dorocordulia lepida","Maryland,Pennsylvania,Vermont","Maryland,Pennsylvania,Vermont",3,3,NA,"Animalia","Arthropoda","Insecta","Odonata","Corduliidae","Dorocordulia"
"Doryteuthis (Amerigo) pealeii","Longfin Squid","Species","Followed Accepted AphiaID","Other","Loligo pealei","","New Jersey",0,1,NA,"Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Loligo"
"Draba cana","lanceolate cress","Species","Exact Match","Plants","Draba cana","Vermont","Vermont",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Draba"
"Draba glabella","smooth draba","Species","Exact Match","Plants","Draba glabella","Vermont","Vermont",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Draba"
"Dracocephalum parviflorum","American Dragon's-head","Species","Exact Match","Plants","Dracocephalum parviflorum","Vermont","Nebraska,Vermont",1,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Dracocephalum"
"Drassyllus louisianus","A gnaphosid spider","Species","Exact Match","Arachnids","Drassyllus louisianus","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Arachnida","Araneae","Gnaphosidae","Drassyllus"
"Drasteria graphica","Graphic Moth","Species","Exact Match","Insects","Drasteria graphica","Delaware","Delaware",1,1,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Drasteria"
"Drasteria graphica atlantica","Atlantic graphic moth","Unknown Taxonomic Rank","Legacy Match","Insects","Drasteria graphica atlantica","Delaware","Connecticut",1,1,NA,NA,NA,NA,NA,NA,NA
"Drasteria occulta","Drasteria Moth","Species","Exact Match","Insects","Drasteria occulta","","Connecticut",0,1,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Drasteria"
"Dromogomphus spinosus","Black-shouldered Spinyleg","Species","Exact Match","Insects","Dromogomphus spinosus","Delaware","Delaware",1,1,NA,"Animalia","Arthropoda","Insecta","Odonata","Gomphidae","Dromogomphus"
"Dromogomphus spoliatus","Flag-tailed Spinyleg","Species","Exact Match","Insects","Dromogomphus spoliatus","West Virginia","Colorado,West Virginia",1,2,NA,"Animalia","Arthropoda","Insecta","Odonata","Gomphidae","Dromogomphus"
"Dromus dromas","Dromedary Pearlymussel","Species","Exact Match","Mollusks","Dromus dromas","Alabama,Kentucky,Tennessee,Virginia","Alabama,Kentucky,Tennessee,Virginia",4,4,"Experimental Population, Non-Essential","Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Dromus"
"Drummondia prorepens","A Moss","Species","Exact Match","Plants","Drummondia prorepens","Vermont","Vermont",1,1,NA,"Plantae","Bryophyta","Bryopsida","Scouleriales","Drummondiaceae","Drummondia"
"Dryobius sexnotatus","Six-banded longhorn beetle","Species","Exact Match","Insects","Dryobius sexnotatus","Arkansas,Indiana,Maryland,Michigan,Pennsylvania,Virginia","Arkansas,Louisiana,Maryland,Michigan,Pennsylvania,Virginia",6,6,"Species of Concern","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Dryobius"
"Dryocopus pileatus","Pileated Woodpecker","Species","Exact Match","Birds","Dryocopus pileatus","Connecticut,Kansas,Maryland,Montana,Nebraska,Ohio,Oregon,Rhode Island,Texas,Washington","Nebraska,Oregon,Rhode Island,South Carolina,Texas",10,5,"Species of Concern","Animalia","Chordata","Aves","Piciformes","Picidae","Dryocopus"
"Dryopteris celsa","Log Fern","Species","Exact Match","Plants","Dryopteris celsa","Missouri","Louisiana,Missouri,West Virginia",1,3,NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","Dryopteris"
"Dryopteris filix-mas","male fern","Species","Exact Match","Plants","Dryopteris filix-mas","Vermont","Vermont",1,1,NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","Dryopteris"
"Dryopteris fragrans","Fragrant Fern","Species","Exact Match","Plants","Dryopteris fragrans","Vermont","Vermont",1,1,NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","Dryopteris"
"Dubusia","Teays Burrowing Crayfish","Genus","Fuzzy Match","Other","Dubius A","","West Virginia",0,1,NA,"Animalia","Chordata","Aves","Passeriformes","Thraupidae","Dubusia"
"Dumetella carolinensis","Gray Catbird","Species","Exact Match","Birds","Dumetella carolinensis","Arizona,Connecticut,New Jersey,Ohio,Rhode Island,Virginia","Arizona,New Jersey,Pennsylvania,Rhode Island,Virginia",6,5,NA,"Animalia","Chordata","Aves","Passeriformes","Mimidae","Dumetella"
"Dyschirius brevispinus","A Ground Beetle","Species","Exact Match","Insects","Dyschirius brevispinus","Vermont","Vermont",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Dyschirius"
"Dyschirius erythrocerus","A Ground Beetle","Species","Exact Match","Insects","Dyschirius erythrocerus","Vermont","Vermont",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Dyschirius"
"Dyschirius politus politus","A Ground Beetle","Subspecies","Exact Match","Insects","Dyschirius politus politus","","Vermont",0,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Dyschirius"
"Eacles imperialis","Imperial Moth","Species","Exact Match","Insects","Eacles imperialis","Connecticut,Massachusetts","Delaware,Massachusetts",2,2,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Eacles"
"Eacles imperialis imperialis","Imperial Moth","Subspecies","Exact Match","Insects","Eacles imperialis imperialis","","Connecticut",0,1,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Eacles"
"Eacles imperialis pini","Imperial moth","Subspecies","Exact Match","Insects","Eacles imperialis pini","Michigan,New York,Vermont","Michigan,New York,Vermont",3,3,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Eacles"
"Eccoptura xanthenes","A Stonefly","Species","Exact Match","Insects","Eccoptura xanthenes","","Florida,Rhode Island",0,2,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Perlidae","Eccoptura"
"Echinarachnius parma","Common Sand Dollar","Species","Exact Match","Other Invertebrates","Echinarachnius parma","","Rhode Island",0,1,NA,"Animalia","Echinodermata","Echinoidea","Clypeasteroida","Echinarachniidae","Echinarachnius"
"Ectoedemia castaneae","American chestnut nepticulid moth","Unknown Taxonomic Rank","Legacy Match","Insects","Ectoedemia castaneae","Maryland","Maryland",1,1,NA,NA,NA,NA,NA,NA,NA
"Ectoedemia phleophaga","Phleophagan chestnut nepticulid moth","Unknown Taxonomic Rank","Legacy Match","Insects","Ectoedemia phleophaga","Maryland","Maryland",1,1,NA,NA,NA,NA,NA,NA,NA
"Edwardsia elegans","Burrowing Anemone","Species","Exact Match","Other Invertebrates","Edwardsia elegans","","Rhode Island",0,1,NA,"Animalia","Cnidaria","Anthozoa","Actiniaria","Edwardsiidae","Edwardsia"
"Egretta caerulea","Little Blue Heron","Species","Exact Match","Birds","Egretta caerulea","Arkansas,Connecticut,Delaware,Florida,Illinois,Kansas,Kentucky,Maryland,Mississippi,Missouri,New Jersey,New York,North Carolina,Ohio,Oklahoma,Rhode Island,South Carolina,Tennessee,Texas,Virginia,Virgin Islands","Connecticut,Delaware,District of Columbia,Florida,Georgia,Illinois,Iowa,Kentucky,Louisiana,Maine,Maryland,Mississippi,Missouri,New Jersey,New York,North Carolina,Oklahoma,South Carolina,Tennessee,Texas,Virginia",21,21,NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Egretta"
"Egretta thula","Snowy Egret","Species","Exact Match","Birds","Egetta thula,Egretta thula","Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Idaho,Illinois,Kansas,Maine,Maryland,Massachusetts,Mississippi,Missouri,Nevada,New Jersey,New York,North Carolina,Ohio,Oklahoma,Oregon,Rhode Island,South Carolina,Texas,Wisconsin,Wyoming","Arizona,Connecticut,Delaware,Florida,Illinois,Maine,Maryland,Massachusetts,Mississippi,Missouri,New Jersey,New York,North Carolina,Ohio,Oklahoma,Oregon,Rhode Island,South Carolina,Texas,Virginia,Wyoming",27,21,NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Egretta"
"Egretta tricolor","Tri-colored Heron","Species","Fuzzy Match","Birds","Egretta tricolor,Hydranassa tricolor","Delaware,Florida,Georgia,Maine,Maryland,Mississippi,New Jersey,New York,North Carolina,South Carolina,Texas,Virginia,Virgin Islands","Arkansas,Delaware,Florida,Georgia,Maryland,Mississippi,New Jersey,New York,North Carolina,South Carolina,Texas",13,11,NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Egretta"
"Eilema bicolor","Bicolor Moth","Species","Exact Match","Insects","Eilema bicolor","West Virginia","West Virginia",1,1,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Eilema"
"Elaphe guttata guttata","Corn Snake","Subspecies","Exact Match","Reptiles","Elaphe guttata guttata","District of Columbia,Kentucky,North Carolina,West Virginia","New Jersey",4,1,NA,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Elaphe"
"Elaphe obsoleta","Eastern Ratsnake","Species","Exact Match","Reptiles","Elaphe obsoleta,Elaphe obsoleta obsoleta,Elaphe obsolete","Massachusetts,Michigan,Minnesota,New York,Ohio,Rhode Island,Vermont","Iowa,New Jersey",7,2,NA,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Elaphe"
"Elaphria georgei","A noctuid moth","Species","Exact Match","Insects","Elaphria georgei","Pennsylvania","Maryland,Pennsylvania",1,2,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Elaphria"
"Elaphropus dolosus","A Ground Beetle","Species","Exact Match","Insects","Elaphropus dolosus","Vermont","Vermont",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Elaphropus"
"Elaphropus xanthopus","A Ground Beetle","Species","Fuzzy Match","Insects","Elaphropus levipes","Vermont","Vermont",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Elaphropus"
"Elaphrus fuliginosus","A Ground Beetle","Species","Exact Match","Insects","Elaphrus fuliginosus","Vermont","Vermont",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Elaphrus"
"Elasmostethus atricornis","Hercules club stink bug","Species","Exact Match","Insects","Elasmostethus atricornis","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Insecta","Hemiptera","Acanthosomatidae","Elasmostethus"
"Elatine americana","American Waterwort","Species","Exact Match","Plants","Elatine americana","","Massachusetts,Vermont",0,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Elatinaceae","Elatine"
"Elatine minima","small water-wort","Species","Exact Match","Plants","Elatine minima","Vermont","Vermont",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Elatinaceae","Elatine"
"Eleocharis aestuum","Tidal Spikerush","Species","Exact Match","Plants","Eleocharis aestuum","","Connecticut,Vermont",0,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis compressa","Flat-stem Spikerush","Species","Exact Match","Plants","Eleocharis compressa","","Tennessee,West Virginia",0,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis compressa var. compressa","Flat-stem Spikerush","Variety","Exact Match","Plants","Eleocharis compressa var. compressa","","Vermont",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis diandra","Wright's Spikerush","Species","Exact Match","Plants","Eleocharis diandra","","Connecticut,Massachusetts,Vermont",0,3,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis elliptica","Elliptic Spikerush","Species","Exact Match","Plants","Eleocharis elliptica","Nebraska","West Virginia",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis engelmannii","Engelmann's Spikerush","Species","Exact Match","Plants","Eleocharis engelmannii","","West Virginia",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis flavescens var. olivacea","olive spikerush","Variety","Fuzzy Match","Plants","Eleocharis flavescens var. olivacea,Eleocharis olivacea","Vermont","Vermont",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis intermedia","Matted Spike-sedge","Species","Exact Match","Plants","Eleocharis intermedia","","Massachusetts,Tennessee,West Virginia",0,3,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis microcarpa var. filiculmis","Tiny-fruited Spike-sedge","Variety","Exact Match","Plants","Eleocharis microcarpa var. filiculmis","","Massachusetts",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis nitida","Slender Spikerush","Species","Exact Match","Plants","Eleocharis nitida","","Vermont",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis ovata","ovate spikerush","Species","Exact Match","Plants","Eleocharis ovata","Vermont","Massachusetts",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis palustris","Marsh Spikerush","Species","Exact Match","Plants","Eleocharis palustris","","South Carolina,West Virginia",0,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis quadrangulata","Squarestem Spikerush","Species","Exact Match","Plants","Eleocharis quadrangulata","","West Virginia",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis quinqueflora","Few-flowered Spikerush","Species","Exact Match","Plants","Eleocharis pauciflora,Eleocharis quinqueflora","Nebraska,Vermont","Massachusetts,Nebraska,Vermont",2,3,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis robbinsii","Robbins spikerush","Species","Exact Match","Plants","Eleocharis robbinsii","Vermont","Vermont",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis rostellata","Beaked Spikerush","Species","Exact Match","Plants","Eleocharis rostellata","Nebraska","Nebraska,West Virginia",1,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis tricostata","Three-angled Spike-sedge","Species","Exact Match","Plants","Eleocharis tricostata","","Massachusetts",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Elimia arachnoidea","Spider Elimia","Species","Exact Match","Mollusks","Elimia arachnoidea","Tennessee","Tennessee,Virginia",1,2,"Under Review in the Candidate or Petition Process","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia aterina","Coal Elimia","Species","Exact Match","Mollusks","Elimia aterina","Tennessee,Virginia","Tennessee,Virginia",2,2,"Species of Concern","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia catenaria","Gravel elimia","Species","Exact Match","Mollusks","Elimia catenaria","Virginia","Virginia",1,1,NA,"Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia virginica","Virginia River Snail","Species","Exact Match","Mollusks","Elimia virginica","Connecticut","Connecticut",1,1,NA,"Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Ellipsaria lineolata","Butterfly","Species","Exact Match","Mollusks","Ellipsaria lineolata","Arkansas,Illinois,Iowa,Kansas,Kentucky,Louisiana,Minnesota,Mississippi,Ohio,Oklahoma,Pennsylvania,West Virginia,Wisconsin","Illinois,Iowa,Kansas,Kentucky,Louisiana,Minnesota,Mississippi,Ohio,Oklahoma,Pennsylvania,West Virginia,Wisconsin",13,12,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Ellipsaria"
"Ellipsoptera cuprascens","A Tiger Beetle","Species","Fuzzy Match","Insects","Cicindela cuprascens","West Virginia","West Virginia",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Ellipsoptera"
"Ellipsoptera gratiosa","A tiger beetle","Species","Fuzzy Match","Insects","Cicindela gratiosa","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Ellipsoptera"
"Ellipsoptera lepida","Ghost Tiger Beetle","Species","Fuzzy Match","Insects","Cicindelalepida,Cicindela lepida,Ellipsoptera lepida","Arkansas,Connecticut,Delaware,Maryland,Michigan,Minnesota,Pennsylvania,South Dakota,Virginia,Wisconsin","Arkansas,Connecticut,Delaware,Maryland,Minnesota,Nebraska,New Jersey,Oklahoma,Pennsylvania,South Dakota,Virginia,Wisconsin",10,12,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Ellipsoptera"
"Ellipsoptera marginata","Margined Tiger Beetle","Species","Fuzzy Match","Insects","Cicindela marginata","Connecticut,Delaware,Rhode Island","Connecticut,Delaware,Maine,New Hampshire,New Jersey,Rhode Island",3,6,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Ellipsoptera"
"Ellipsoptera puritana","Puritan Tiger Beetle","Species","Fuzzy Match","Insects","Cicindela puritana","Connecticut,Maryland,Massachusetts,New Hampshire,New York,Vermont","Connecticut,Maryland,Massachusetts,New Hampshire,Vermont",6,5,"Threatened","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Ellipsoptera"
"Elliptio angustata","Carolina Lance","Species","Exact Match","Mollusks","Elliptio angustata","South Carolina,Virginia","South Carolina,Virginia",2,2,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Elliptio"
"Elliptio complanata","Eastern Elliptio","Species","Exact Match","Mollusks","Elliptio complanata","Michigan","Delaware,Michigan,Minnesota,West Virginia,Wisconsin",1,5,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Elliptio"
"Elliptio congaraea","Carolina slabshell mussel","Species","Exact Match","Mollusks","Elliptio congaraea,Elliptio congarea","North Carolina,South Carolina,Virginia","South Carolina,Virginia",3,2,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Elliptio"
"Elliptio crassidens","Elephant-ear","Species","Followed Accepted AphiaID","Mollusks","Elliptio crassidens,Elliptio crassidens crassidens","Illinois,Kentucky,Louisiana,Minnesota,Missouri,Ohio,Virginia,West Virginia,Wisconsin","Illinois,Iowa,Kentucky,Louisiana,Minnesota,Missouri,Ohio,Pennsylvania,Virginia,West Virginia,Wisconsin",9,11,NA,"Animalia","Mollusca","Bivalvia","Unionida","Unionidae","Elliptio"
"Elliptio dilatata","Spike","Species","Exact Match","Mollusks","Elliptio dilatata","Alabama,Georgia,Illinois,Iowa,Kansas,Louisiana,Minnesota,Mississippi,North Carolina","Alabama,Illinois,Iowa,Kansas,Louisiana,Minnesota,Mississippi,North Carolina,West Virginia",9,9,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Elliptio"
"Elliptio fisheriana","Northern lance","Species","Exact Match","Mollusks","Elliptio fisheriana,Elliptio fisheriana/nasutilus,Ellliptio fisheriana/nasutilus","Delaware,Maryland,Pennsylvania,South Carolina,Virginia,West Virginia","Delaware,Maryland,Pennsylvania,South Carolina,Virginia,West Virginia",6,6,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Elliptio"
"Elliptio lanceolata","Yellow lance","Species","Exact Match","Mollusks","Elliptio lanceolata","Maryland,North Carolina,Virginia","Maryland,North Carolina,Virginia",3,3,"Proposed Threatened","Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Elliptio"
"Elliptio producta","Atlantic spike","Species","Exact Match","Mollusks","Elliptio producta","Maryland,Pennsylvania,South Carolina,Virginia","Maryland,South Carolina,Virginia",4,3,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Elliptio"
"Elliptio roanokensis","Roanoke Slabshell","Species","Exact Match","Mollusks","Elliptio roanokensis","North Carolina,South Carolina,Virginia","South Carolina,Virginia",3,2,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Elliptio"
"Elodea nuttallii","Nuttall's Waterweed","Species","Exact Match","Plants","Elodea nuttallii","Vermont","Tennessee,West Virginia",1,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Alismatales","Hydrocharitaceae","Elodea"
"Elymus macgregorii","MacGregor's Wild Rye","Species","Exact Match","Plants","Elymus macgregorii","","Vermont",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Poaceae","Elymus"
"Elymus villosus","Hairy Wild Rye","Species","Exact Match","Plants","Elymus villosus","Vermont","Massachusetts",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Poaceae","Elymus"
"Elymus villosus var. arkansanus","Hairy Wild-rye","Variety","Exact Match","Plants","Elymus villosus var. arkansanus","","Vermont",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Poaceae","Elymus"
"Elymus villosus var. villosus","Hairy Wild-rye","Variety","Exact Match","Plants","Elymus villosus var. villosus","","Vermont",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Poaceae","Elymus"
"Elysia catulus","Nudibranch","Species","Exact Match","Mollusks","Elysia catulus","","Rhode Island",0,1,NA,"Animalia","Mollusca","Gastropoda","Sacoglossa","Elysiidae","Elysia"
"Elysia chlorotica","Eastern Emerald Elysia","Species","Exact Match","Mollusks","Elysia chlorotica","","Rhode Island",0,1,NA,"Animalia","Mollusca","Gastropoda","Sacoglossa","Elysiidae","Elysia"
"Empetrum nigrum","black crowberry","Species","Exact Match","Plants","Empetrum nigrum","Vermont","Vermont",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Empetrum"
"Empidonax alnorum","Alder Flycatcher","Species","Exact Match","Birds","Empidonax alnorum","Connecticut,Maryland,Montana,North Carolina,Ohio,Tennessee,West Virginia","Alaska,Connecticut,Maryland,North Carolina,Tennessee,West Virginia",7,6,NA,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax"
"Empidonax flaviventris","Yellow-bellied Flycatcher","Species","Exact Match","Birds","Empidonax flaviventris","Pennsylvania,West Virginia","Maine,New Jersey,Pennsylvania,West Virginia",2,4,NA,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax"
"Empidonax minimus","Least Flycatcher","Species","Exact Match","Birds","Empidonax minimus","Connecticut,Delaware,Iowa,Kentucky,Maryland,Michigan,Minnesota,Missouri,New Jersey,Ohio,Rhode Island,Tennessee,Wisconsin","Connecticut,Delaware,Kentucky,Maine,Maryland,New Jersey,Rhode Island,Tennessee,West Virginia,Wisconsin",13,10,NA,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax"
"Empidonax traillii","Willow Flycatcher","Species","Exact Match","Birds","Empidonax trailii,Empidonax trailli,Empidonax traillii","Arkansas,California,Connecticut,Delaware,Illinois,Iowa,Kentucky,Maine,Maryland,Massachusetts,Minnesota,New Jersey,New York,North Carolina,Ohio,Oklahoma,Rhode Island,Virginia,Wisconsin,Wyoming","Arkansas,California,Connecticut,Delaware,District of Columbia,Illinois,Kentucky,Maryland,New Jersey,Oklahoma,Oregon,Pennsylvania,Rhode Island,Tennessee,Wyoming",20,15,"Species of Concern","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax"
"Empidonax virescens","Acadian Flycatcher","Species","Exact Match","Birds","Empidonax virescens","Connecticut,District of Columbia,Illinois,Iowa,Maryland,Michigan,Minnesota,Nebraska,New Jersey,Ohio,Rhode Island,South Carolina,Tennessee,Texas,West Virginia,Wisconsin","Delaware,Illinois,Iowa,Maryland,Minnesota,Missouri,Nebraska,New Jersey,North Carolina,Ohio,Rhode Island,South Carolina,Wisconsin",16,13,NA,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax"
